
BSSID, First time seen, Last time seen, Channel, Speed, Privacy, Power, # beacons, # data, LAN IP, ESSID
00:11:F5:0D:53:89, 2006-10-18 11:40:26, 2006-10-18 12:20:20,  10,     1911, 00:40:96:41:9C:23, tsunami                         
00:01:4A:56:D7:B9, 2006-10-18 11:43:11, 2006-10-18 11:46:31,  12,       18, 00:40:96:46:58:9F, tsunami                         
00:12:F0:38:8B:55, 2006-10-18 11:44:27, 2006-10-18 12:19:31,   1,        3, 00:40:96:46:3B:32, tsunami                         
00:E0:4C:81:80:66, 2006-10-18 11:44:51, 2006-10-18 12:39:06,  14,       14, 00:07:85:92:2B:8C,                                 
00:11:24:A9:69:9A, 2006-10-18 11:44:58, 2006-10-18 12:39:23,  30,     1129, 00:40:96:47:80:99, tsunami                         
00:12:F0:36:F3:3F, 2006-10-18 11:45:05, 2006-10-18 12:34:58,   1,       80, 00:40:96:46:4C:09, tsunami                         
00:90:4B:B2:EB:64, 2006-10-18 11:45:07, 2006-10-18 12:10:29,   1,       28, 00:40:96:46:3B:32, tsunami                         
00:0E:35:D7:8D:33, 2006-10-18 11:47:26, 2006-10-18 12:36:45,  26,       60, 00:40:96:46:35:D5, tsunami                         
00:15:00:07:2E:50, 2006-10-18 11:52:19, 2006-10-18 12:39:23,  33,    12071, 00:40:96:47:80:99, tsunami                         
00:0B:7D:12:5C:84, 2006-10-18 11:54:01, 2006-10-18 12:39:06,  10,      739, 00:40:96:46:48:3D, tsunami                         
00:14:A5:B3:03:A0, 2006-10-18 11:55:51, 2006-10-18 11:55:51,  26,        1, 00:40:96:46:4C:09, tsunami                         
00:0B:7D:0E:FE:74, 2006-10-18 11:57:49, 2006-10-18 12:39:02,  67,      702, 00:40:96:41:9C:23, tsunami                         
00:14:A4:47:F8:46, 2006-10-18 11:58:20, 2006-10-18 11:58:20,   1,        1, 00:40:96:46:55:07, tsunami                         
00:15:00:38:08:B8, 2006-10-18 11:59:09, 2006-10-18 12:39:03,  64,      275, 00:40:96:46:4C:09, tsunami                         
00:13:02:5D:B6:5C, 2006-10-18 12:03:09, 2006-10-18 12:39:24,  26,     9060, 00:40:96:41:9C:23, tsunami                         
00:16:6F:52:1C:EC, 2006-10-18 12:03:27, 2006-10-18 12:38:58,  33,     1600, 00:40:96:47:80:99, tsunami                         
00:0F:66:45:8F:E5, 2006-10-18 12:03:32, 2006-10-18 12:14:49,  20,       13, 00:40:96:46:3B:32, tsunami                         
00:0E:35:5D:81:7F, 2006-10-18 12:03:39, 2006-10-18 12:06:51,  22,       53, 00:40:96:46:35:D5, tsunami                         
00:14:A5:8F:C7:E3, 2006-10-18 12:04:22, 2006-10-18 12:04:22,  22,        3, 00:40:96:46:3B:32, tsunami                         
00:14:A5:B4:BC:F5, 2006-10-18 12:05:03, 2006-10-18 12:05:03,  14,        2, 00:40:96:46:3B:32, tsunami                         
00:02:2D:B1:8C:D2, 2006-10-18 12:06:42, 2006-10-18 12:39:17,  10,      459, 00:40:96:46:4C:09, tsunami                         
00:13:02:7F:96:11, 2006-10-18 12:07:25, 2006-10-18 12:12:42,   5,        3, 00:40:96:46:35:13, tsunami                         
00:14:A5:BB:52:9A, 2006-10-18 12:12:50, 2006-10-18 12:39:01,  45,       41, 00:40:96:46:80:40, tsunami                         
00:13:CE:64:0D:3F, 2006-10-18 12:15:19, 2006-10-18 12:39:25,  14,      462, 00:40:96:46:4C:09, tsunami                         
00:11:09:BF:DF:DA, 2006-10-18 12:17:19, 2006-10-18 12:39:15,  26,      517, 00:40:96:46:26:F1, tsunami                         
00:14:A5:20:4D:AE, 2006-10-18 12:17:25, 2006-10-18 12:26:40,  20,      297, 00:40:96:41:9C:23, tsunami                         
00:18:DE:17:13:5B, 2006-10-18 12:17:52, 2006-10-18 12:39:12,  56,      905, 00:40:96:47:80:99, tsunami                         
00:16:6F:2B:6F:9F, 2006-10-18 12:18:26, 2006-10-18 12:39:21,   5,       56, 00:40:96:46:48:3D, tsunami                         
00:0E:35:A1:89:63, 2006-10-18 12:19:48, 2006-10-18 12:21:41,  22,       72, 00:40:96:46:11:E0, tsunami                         
00:0D:93:85:E2:0C, 2006-10-18 12:20:06, 2006-10-18 12:38:36,  33,      317, 00:40:96:46:26:F1, tsunami                         
00:09:5B:8C:B6:D1, 2006-10-18 12:21:13, 2006-10-18 12:39:14,  64,      328, 00:40:96:45:FC:B0, tsunami                         
00:11:F5:80:D1:B2, 2006-10-18 12:21:30, 2006-10-18 12:21:30,  22,        1, 00:40:96:46:35:13, tsunami                         
00:0E:9B:24:AD:BA, 2006-10-18 12:21:30, 2006-10-18 12:30:49,  22,        4, 00:40:96:46:35:13, tsunami                         
00:14:A5:B0:10:E1, 2006-10-18 12:21:30, 2006-10-18 12:30:08,  22,        5, 00:40:96:46:35:13, tsunami                         
00:15:00:1B:66:85, 2006-10-18 12:24:31, 2006-10-18 12:39:23,  35,     2553, 00:40:96:47:80:99, tsunami                         
00:09:2D:77:A8:A4, 2006-10-18 12:24:42, 2006-10-18 12:24:42,  48,        2, 00:40:96:46:4C:09, tsunami                         
00:16:CE:55:F4:50, 2006-10-18 12:25:19, 2006-10-18 12:30:56,   1,       33, 00:40:96:46:3B:32, tsunami                         
00:14:A5:83:9F:EB, 2006-10-18 12:25:25, 2006-10-18 12:25:25,  12,        1, 00:40:96:46:35:13, tsunami                         
